,X,Y,Z
1262,163.68,55.9,
1263,166.146,55.9,
1264,166.871,55.94,
1265,167.588,56.059,
1266,168.287,56.257,
1267,168.96,56.53,
1268,169.599,56.875,
1269,170.196,57.289,
1270,170.744,57.765,
1271,171.237,58.299,
1272,171.667,58.884,
1273,172.031,59.513,
1274,172.324,60.178,
1275,172.542,60.871,
1276,172.682,61.583,
1277,172.746,62.482,
1278,172.766,69.929,
1279,172.76,71.895,
1280,172.767,74.103,
1281,172.765,81.646,
1282,172.745,82.634,
1283,172.69,83.358,
1284,172.556,84.072,
1285,172.345,84.767,
1286,172.058,85.434,
1287,171.7,86.066,
1288,171.274,86.655,
1289,170.787,87.193,
1290,170.243,87.675,
1291,169.649,88.093,
1292,169.014,88.445,
1293,168.343,88.724,
1294,167.646,88.927,
1295,166.93,89.053,
1296,166.146,89.1,
1297,163.68,89.1,
1298,162.955,89.06,
1299,162.238,88.941,
1300,161.539,88.743,
1301,160.866,88.47,
1302,160.227,88.125,
1303,159.63,87.711,
1304,159.082,87.235,
1305,158.589,86.701,
1306,158.159,86.116,
1307,157.795,85.487,
1308,157.502,84.822,
1309,157.284,84.129,
1310,157.144,83.417,
1311,157.081,82.628,
1312,157.065,81.725,
1313,157.065,75.895,
1314,157.074,71.86,
1315,157.064,68.298,
1316,157.08,62.482,
1317,157.122,61.757,
1318,157.243,61.041,
1319,157.443,60.342,
1320,157.718,59.67,
1321,158.065,59.032,
1322,158.48,58.436,
1323,158.958,57.889,
1324,159.493,57.398,
1325,160.079,56.969,
1326,160.709,56.607,
1327,161.375,56.316,
1328,161.739,56.612,
1329,162.419,56.43,
1330,163.116,56.326,
1331,163.68,56.3,
1332,166.146,56.3,
1333,166.849,56.34,
1334,167.543,56.459,
1335,168.218,56.657,
1336,168.867,56.929,
1337,169.481,57.274,
1338,170.052,57.685,
1339,170.573,58.159,
1340,171.037,58.689,
1341,171.437,59.268,
1342,171.769,59.889,
1343,172.029,60.543,
1344,172.213,61.223,
1345,172.319,61.919,
1346,172.346,62.483,
1347,172.366,69.928,
1348,172.36,71.894,
1349,172.367,74.103,
1350,172.365,81.637,
1351,172.345,82.625,
1352,172.291,83.327,
1353,172.157,84.019,
1354,171.946,84.69,
1355,171.661,85.334,
1356,171.304,85.941,
1357,170.88,86.503,
1358,170.396,87.014,
1359,169.857,87.467,
1360,169.27,87.855,
1361,168.643,88.175,
1362,167.983,88.421,
1363,167.3,88.592,
1364,166.602,88.683,
1365,166.146,88.7,
1366,163.68,88.7,
1367,162.977,88.66,
1368,162.283,88.541,
1369,161.608,88.343,
1370,160.959,88.071,
1371,160.345,87.726,
1372,159.774,87.315,
1373,159.253,86.841,
1374,158.789,86.311,
1375,158.389,85.732,
1376,158.057,85.111,
1377,157.797,84.457,
1378,157.613,83.777,
1379,157.507,83.081,
1380,157.481,82.62,
1381,157.465,81.725,
1382,157.465,75.896,
1383,157.474,71.861,
1384,157.464,68.299,
1385,157.48,62.483,
1386,157.522,61.78,
1387,157.643,61.087,
1388,157.842,60.412,
1389,158.117,59.763,
1390,158.463,59.15,
1391,158.876,58.58,
1392,159.352,58.061,
1393,159.883,57.599,
1394,160.463,57.2,
1395,161.084,56.87,
1396,161.739,56.612,
1397,161.456,57.143,
1398,162.1,56.919,
1399,162.764,56.773,
1400,163.68,56.7,
1401,166.146,56.7,
1402,166.826,56.74,
1403,167.496,56.859,
1404,168.148,57.056,
1405,168.772,57.328,
1406,169.36,57.672,
1407,169.904,58.082,
1408,170.395,58.553,
1409,170.829,59.078,
1410,171.198,59.65,
1411,171.497,60.262,
1412,171.722,60.904,
1413,171.871,61.569,
1414,171.946,62.484,
1415,171.966,69.927,
1416,171.96,71.893,
1417,171.967,74.103,
1418,171.965,81.629,
1419,171.945,82.617,
1420,171.891,83.296,
1421,171.758,83.964,
1422,171.548,84.612,
1423,171.263,85.23,
1424,170.908,85.811,
1425,170.487,86.346,
1426,170.007,86.828,
1427,169.473,87.251,
1428,168.893,87.608,
1429,168.275,87.895,
1430,167.629,88.107,
1431,166.961,88.242,
1432,166.146,88.3,
1433,163.68,88.3,
1434,163,88.26,
1435,162.33,88.141,
1436,161.678,87.944,
1437,161.054,87.672,
1438,160.466,87.328,
1439,159.922,86.918,
1440,159.431,86.447,
1441,158.997,85.922,
1442,158.628,85.35,
1443,158.329,84.738,
1444,158.104,84.096,
1445,157.955,83.431,
1446,157.881,82.612,
1447,157.865,81.725,
1448,157.865,75.897,
1449,157.874,71.862,
1450,157.864,68.3,
1451,157.88,62.484,
1452,157.922,61.804,
1453,158.043,61.134,
1454,158.242,60.483,
1455,158.516,59.86,
1456,158.861,59.273,
1457,159.272,58.73,
1458,159.744,58.24,
1459,160.271,57.808,
1460,160.844,57.441,
1461,161.456,57.143,
1462,161.825,57.429,
1463,162.454,57.241,
1464,163.102,57.131,
1465,163.68,57.1,
1466,166.146,57.1,
1467,166.802,57.14,
1468,167.448,57.259,
1469,168.075,57.456,
1470,168.673,57.728,
1471,169.234,58.07,
1472,169.749,58.478,
1473,170.211,58.945,
1474,170.612,59.465,
1475,170.948,60.029,
1476,171.212,60.631,
1477,171.402,61.26,
1478,171.513,61.907,
1479,171.546,62.485,
1480,171.566,69.925,
1481,171.56,71.891,
1482,171.567,74.103,
1483,171.565,81.621,
1484,171.545,82.609,
1485,171.492,83.264,
1486,171.359,83.908,
1487,171.15,84.53,
1488,170.866,85.123,
1489,170.513,85.677,
1490,170.095,86.183,
1491,169.618,86.636,
1492,169.09,87.027,
1493,168.519,87.351,
1494,167.912,87.603,
1495,167.279,87.78,
1496,166.63,87.878,
1497,166.146,87.9,
1498,163.68,87.9,
1499,163.024,87.86,
1500,162.378,87.741,
1501,161.751,87.544,
1502,161.153,87.272,
1503,160.592,86.93,
1504,160.077,86.522,
1505,159.615,86.055,
1506,159.214,85.535,
1507,158.878,84.971,
1508,158.614,84.369,
1509,158.424,83.74,
1510,158.313,83.093,
1511,158.281,82.604,
1512,158.265,81.725,
1513,158.265,75.898,
1514,158.274,71.863,
1515,158.264,68.301,
1516,158.28,62.485,
1517,158.322,61.83,
1518,158.443,61.184,
1519,158.641,60.558,
1520,158.915,59.96,
1521,159.258,59.4,
1522,159.667,58.886,
1523,160.136,58.426,
1524,160.657,58.025,
1525,161.223,57.691,
1526,161.825,57.429,
1527,162.188,57.728,
1528,162.803,57.578,
1529,163.68,57.5,
1530,166.146,57.5,
1531,166.777,57.54,
1532,167.398,57.659,
1533,167.998,57.856,
1534,168.57,58.127,
1535,169.102,58.467,
1536,169.587,58.873,
1537,170.017,59.336,
1538,170.386,59.85,
1539,170.686,60.406,
1540,170.914,60.995,
1541,171.066,61.609,
1542,171.146,62.487,
1543,171.166,69.924,
1544,171.16,71.89,
1545,171.167,74.103,
1546,171.165,81.613,
1547,171.145,82.601,
1548,171.092,83.231,
1549,170.96,83.849,
1550,170.752,84.446,
1551,170.469,85.012,
1552,170.118,85.537,
1553,169.703,86.014,
1554,169.231,86.435,
1555,168.71,86.793,
1556,168.148,87.082,
1557,167.554,87.298,
1558,166.937,87.437,
1559,166.146,87.5,
1560,163.68,87.5,
1561,163.049,87.46,
1562,162.428,87.341,
1563,161.828,87.144,
1564,161.256,86.873,
1565,160.724,86.533,
1566,160.239,86.127,
1567,159.809,85.664,
1568,159.44,85.15,
1569,159.14,84.594,
1570,158.912,84.005,
1571,158.76,83.391,
1572,158.681,82.597,
1573,158.665,81.725,
1574,158.665,75.899,
1575,158.674,71.864,
1576,158.664,68.302,
1577,158.68,62.486,
1578,158.722,61.855,
1579,158.843,61.235,
1580,159.041,60.635,
1581,159.313,60.064,
1582,159.656,59.533,
1583,160.062,59.049,
1584,160.526,58.62,
1585,161.041,58.253,
1586,161.598,57.954,
1587,162.188,57.728,
1588,161.97,58.23,
1589,162.546,58.042,
1590,163.142,57.932,
1591,163.68,57.9,
1592,166.146,57.9,
1593,166.751,57.94,
1594,167.345,58.059,
1595,167.919,58.255,
1596,168.462,58.526,
1597,168.965,58.865,
1598,169.418,59.267,
1599,169.815,59.725,
1600,170.148,60.232,
1601,170.412,60.778,
1602,170.601,61.354,
1603,170.713,61.95,
1604,170.746,62.488,
1605,170.766,69.923,
1606,170.76,71.889,
1607,170.767,74.103,
1608,170.765,81.605,
1609,170.745,82.593,
1610,170.693,83.197,
1611,170.562,83.789,
1612,170.354,84.359,
1613,170.073,84.896,
1614,169.724,85.392,
1615,169.312,85.837,
1616,168.846,86.224,
1617,168.333,86.547,
1618,167.781,86.799,
1619,167.202,86.977,
1620,166.604,87.077,
1621,166.146,87.1,
1622,163.68,87.1,
1623,163.075,87.06,
1624,162.481,86.941,
1625,161.907,86.745,
1626,161.364,86.474,
1627,160.861,86.135,
1628,160.408,85.733,
1629,160.011,85.275,
1630,159.678,84.768,
1631,159.414,84.222,
1632,159.225,83.646,
1633,159.113,83.05,
1634,159.081,82.589,
1635,159.065,81.725,
1636,159.065,75.9,
1637,159.074,71.865,
1638,159.064,68.303,
1639,159.08,62.487,
1640,159.122,61.882,
1641,159.242,61.288,
1642,159.44,60.715,
1643,159.712,60.173,
1644,160.052,59.671,
1645,160.456,59.219,
1646,160.915,58.823,
1647,161.423,58.492,
1648,161.97,58.23,
1649,162.336,58.521,
1650,162.897,58.374,
1651,163.68,58.3,
1652,166.146,58.3,
1653,166.724,58.34,
1654,167.291,58.459,
1655,167.836,58.655,
1656,168.349,58.924,
1657,168.82,59.261,
1658,169.24,59.66,
1659,169.602,60.113,
1660,169.897,60.611,
1661,170.122,61.145,
1662,170.27,61.705,
1663,170.346,62.489,
1664,170.366,69.922,
1665,170.36,71.888,
1666,170.367,74.103,
1667,170.365,81.597,
1668,170.345,82.585,
1669,170.293,83.162,
1670,170.163,83.726,
1671,169.956,84.267,
1672,169.677,84.775,
1673,169.33,85.239,
1674,168.923,85.651,
1675,168.463,86.003,
1676,167.959,86.289,
1677,167.42,86.502,
1678,166.857,86.639,
1679,166.146,86.7,
1680,163.68,86.7,
1681,163.102,86.66,
1682,162.535,86.541,
1683,161.99,86.345,
1684,161.477,86.076,
1685,161.006,85.739,
1686,160.586,85.34,
1687,160.224,84.887,
1688,159.929,84.389,
1689,159.704,83.855,
1690,159.556,83.295,
1691,159.481,82.581,
1692,159.465,81.725,
1693,159.465,75.901,
1694,159.474,71.866,
1695,159.464,68.304,
1696,159.48,62.488,
1697,159.522,61.911,
1698,159.642,61.344,
1699,159.84,60.799,
1700,160.11,60.287,
1701,160.449,59.817,
1702,160.849,59.398,
1703,161.302,59.038,
1704,161.801,58.744,
1705,162.336,58.521,
1706,162.176,59.01,
1707,162.696,58.83,
1708,163.237,58.726,
1709,163.68,58.7,
1710,166.146,58.7,
1711,166.696,58.74,
1712,167.234,58.859,
1713,167.749,59.055,
1714,168.23,59.323,
1715,168.668,59.657,
1716,169.052,60.052,
1717,169.376,60.498,
1718,169.631,60.986,
1719,169.814,61.506,
1720,169.919,62.047,
1721,169.946,62.49,
1722,169.966,69.921,
1723,169.96,71.887,
1724,169.967,74.103,
1725,169.965,81.589,
1726,169.945,82.577,
1727,169.894,83.126,
1728,169.764,83.661,
1729,169.558,84.172,
1730,169.281,84.648,
1731,168.937,85.079,
1732,168.535,85.455,
1733,168.082,85.77,
1734,167.589,86.015,
1735,167.066,86.187,
1736,166.523,86.281,
1737,166.146,86.3,
1738,163.68,86.3,
1739,163.13,86.26,
1740,162.592,86.141,
1741,162.077,85.945,
1742,161.596,85.677,
1743,161.158,85.343,
1744,160.774,84.948,
1745,160.45,84.502,
1746,160.195,84.014,
1747,160.012,83.494,
1748,159.907,82.953,
1749,159.881,82.574,
1750,159.865,81.725,
1751,159.865,75.902,
1752,159.874,71.867,
1753,159.864,68.306,
1754,159.88,62.49,
1755,159.921,61.94,
1756,160.042,61.402,
1757,160.239,60.888,
1758,160.508,60.407,
1759,160.844,59.97,
1760,161.24,59.587,
1761,161.687,59.265,
1762,162.176,59.01,
1763,162.544,59.295,
1764,163.047,59.159,
1765,163.68,59.1,
1766,166.146,59.1,
1767,166.666,59.14,
1768,167.173,59.259,
1769,167.656,59.454,
1770,168.104,59.72,
1771,168.506,60.052,
1772,168.852,60.442,
1773,169.135,60.88,
1774,169.348,61.355,
1775,169.485,61.858,
1776,169.546,62.491,
1777,169.566,69.919,
1778,169.56,71.885,
1779,169.567,74.102,
1780,169.565,81.581,
1781,169.545,82.569,
1782,169.495,83.088,
1783,169.366,83.592,
1784,169.161,84.072,
1785,168.885,84.514,
1786,168.545,84.909,
1787,168.149,85.247,
1788,167.706,85.521,
1789,167.226,85.724,
1790,166.72,85.851,
1791,166.146,85.9,
1792,163.68,85.9,
1793,163.16,85.86,
1794,162.653,85.741,
1795,162.17,85.546,
1796,161.722,85.28,
1797,161.32,84.948,
1798,160.974,84.558,
1799,160.691,84.12,
1800,160.478,83.645,
1801,160.341,83.142,
1802,160.281,82.566,
1803,160.265,81.725,
1804,160.265,75.902,
1805,160.274,71.867,
1806,160.264,68.307,
1807,160.28,62.491,
1808,160.321,61.971,
1809,160.442,61.464,
1810,160.638,60.981,
1811,160.906,60.534,
1812,161.239,60.133,
1813,161.629,59.788,
1814,162.068,59.507,
1815,162.544,59.295,
1816,162.444,59.766,
1817,162.905,59.602,
1818,163.68,59.5,
1819,166.146,59.5,
1820,166.634,59.54,
1821,167.109,59.659,
1822,167.558,59.853,
1823,167.97,60.118,
1824,168.333,60.446,
1825,168.638,60.829,
1826,168.876,61.257,
1827,169.042,61.717,
1828,169.146,62.492,
1829,169.166,69.918,
1830,169.16,71.884,
1831,169.167,74.102,
1832,169.165,81.573,
1833,169.145,82.561,
1834,169.096,83.048,
1835,168.967,83.52,
1836,168.764,83.965,
1837,168.491,84.371,
1838,168.155,84.728,
1839,167.766,85.025,
1840,167.334,85.255,
1841,166.87,85.411,
1842,166.146,85.5,
1843,163.68,85.5,
1844,163.192,85.46,
1845,162.717,85.341,
1846,162.268,85.147,
1847,161.856,84.882,
1848,161.493,84.554,
1849,161.188,84.171,
1850,160.95,83.743,
1851,160.784,83.283,
1852,160.681,82.558,
1853,160.665,81.725,
1854,160.665,75.903,
1855,160.674,71.868,
1856,160.664,68.308,
1857,160.68,62.492,
1858,160.721,62.004,
1859,160.841,61.529,
1860,161.037,61.081,
1861,161.303,60.67,
1862,161.632,60.308,
1863,162.016,60.004,
1864,162.444,59.766,
1865,162.813,60.049,
1866,163.255,59.935,
1867,163.68,59.9,
1868,166.146,59.9,
1869,166.6,59.94,
1870,167.04,60.058,
1871,167.452,60.252,
1872,167.825,60.515,
1873,168.146,60.838,
1874,168.405,61.213,
1875,168.595,61.627,
1876,168.71,62.068,
1877,168.746,62.493,
1878,168.766,69.917,
1879,168.76,71.883,
1880,168.767,74.102,
1881,168.765,81.565,
1882,168.745,82.553,
1883,168.696,83.006,
1884,168.569,83.443,
1885,168.367,83.852,
1886,168.097,84.219,
1887,167.767,84.533,
1888,167.387,84.785,
1889,166.97,84.966,
1890,166.526,85.072,
1891,166.146,85.1,
1892,163.68,85.1,
1893,163.226,85.06,
1894,162.786,84.942,
1895,162.374,84.748,
1896,162.001,84.485,
1897,161.68,84.162,
1898,161.421,83.787,
1899,161.231,83.373,
1900,161.116,82.932,
1901,161.08,82.55,
1902,161.065,81.775,
1903,161.065,75.904,
1904,161.074,71.869,
1905,161.064,68.309,
1906,161.08,62.493,
1907,161.121,62.039,
1908,161.241,61.599,
1909,161.436,61.188,
1910,161.699,60.816,
1911,162.024,60.496,
1912,162.399,60.238,
1913,162.813,60.049,
1914,162.776,60.494,
1915,163.173,60.359,
1916,163.68,60.3,
1917,166.146,60.3,
1918,166.563,60.34,
1919,166.965,60.458,
1920,167.337,60.651,
1921,167.666,60.91,
1922,167.94,61.227,
1923,168.149,61.59,
1924,168.285,61.987,
1925,168.346,62.494,
1926,168.366,69.916,
1927,168.36,71.882,
1928,168.367,74.102,
1929,168.366,81.557,
1930,168.346,82.545,
1931,168.297,82.961,
1932,168.171,83.36,
1933,167.971,83.729,
1934,167.705,84.052,
1935,167.382,84.32,
1936,167.015,84.521,
1937,166.616,84.649,
1938,166.146,84.7,
1939,163.68,84.7,
1940,163.263,84.66,
1941,162.861,84.542,
1942,162.489,84.349,
1943,162.16,84.09,
1944,161.886,83.773,
1945,161.677,83.41,
1946,161.541,83.013,
1947,161.48,82.543,
1948,161.465,81.768,
1949,161.465,75.905,
1950,161.474,71.87,
1951,161.464,68.31,
1952,161.48,62.494,
1953,161.521,62.077,
1954,161.64,61.675,
1955,161.834,61.303,
1956,162.094,60.975,
1957,162.412,60.702,
1958,162.776,60.494,
1959,163.144,60.782,
1960,163.68,60.7,
1961,166.146,60.7,
1962,166.523,60.74,
1963,166.883,60.858,
1964,167.21,61.048,
1965,167.491,61.303,
1966,167.711,61.612,
1967,167.863,61.959,
1968,167.946,62.495,
1969,167.966,69.914,
1970,167.96,71.88,
1971,167.967,74.102,
1972,167.966,81.548,
1973,167.946,82.536,
1974,167.898,82.912,
1975,167.773,83.27,
1976,167.576,83.594,
1977,167.315,83.869,
1978,167.003,84.083,
1979,166.652,84.227,
1980,166.146,84.3,
1981,163.68,84.3,
1982,163.303,84.26,
1983,162.943,84.142,
1984,162.616,83.952,
1985,162.335,83.697,
1986,162.115,83.388,
1987,161.963,83.041,
1988,161.88,82.535,
1989,161.865,81.76,
1990,161.865,75.906,
1991,161.874,71.871,
1992,161.864,68.311,
1993,161.88,62.495,
1994,161.921,62.118,
1995,162.04,61.759,
1996,162.231,61.432,
1997,162.487,61.152,
1998,162.796,60.932,
1999,163.144,60.782,
2000,163.171,61.196,
2001,163.68,61.1,
2002,166.146,61.1,
2003,166.478,61.14,
2004,166.79,61.257,
2005,167.067,61.445,
2006,167.29,61.693,
2007,167.449,61.987,
2008,167.546,62.496,
2009,167.566,69.913,
2010,167.56,71.879,
2011,167.567,74.102,
2012,167.566,81.54,
2013,167.546,82.528,
2014,167.499,82.859,
2015,167.376,83.169,
2016,167.182,83.442,
2017,166.929,83.66,
2018,166.632,83.813,
2019,166.146,83.9,
2020,163.68,83.9,
2021,163.348,83.86,
2022,163.036,83.743,
2023,162.759,83.555,
2024,162.536,83.307,
2025,162.377,83.013,
2026,162.28,82.527,
2027,162.265,81.752,
2028,162.265,75.907,
2029,162.274,71.872,
2030,162.264,68.312,
2031,162.28,62.496,
2032,162.321,62.165,
2033,162.439,61.852,
2034,162.628,61.577,
2035,162.877,61.354,
2036,163.171,61.196,
2037,163.258,61.593,
2038,163.68,61.5,
2039,166.146,61.5,
2040,166.425,61.54,
2041,166.682,61.656,
2042,166.897,61.839,
2043,167.051,62.075,
2044,167.146,62.497,
2045,167.166,69.912,
2046,167.16,71.878,
2047,167.167,74.102,
2048,167.166,81.532,
2049,167.146,82.52,
2050,167.1,82.799,
2051,166.979,83.053,
2052,166.791,83.264,
2053,166.552,83.414,
2054,166.146,83.5,
2055,163.68,83.5,
2056,163.401,83.46,
2057,163.144,83.344,
2058,162.929,83.161,
2059,162.775,82.925,
2060,162.68,82.519,
2061,162.665,81.744,
2062,162.665,75.908,
2063,162.674,71.873,
2064,162.664,68.313,
2065,162.68,62.497,
2066,162.721,62.218,
2067,162.838,61.961,
2068,163.022,61.747,
2069,163.258,61.593,
2070,163.408,61.965,
2071,163.68,61.9,
2072,166.146,61.9,
2073,166.361,61.94,
2074,166.547,62.053,
2075,166.68,62.226,
2076,166.746,62.498,
2077,166.766,69.911,
2078,166.76,71.877,
2079,166.767,74.102,
2080,166.766,81.524,
2081,166.746,82.512,
2082,166.702,82.726,
2083,166.584,82.91,
2084,166.409,83.039,
2085,166.146,83.1,
2086,163.68,83.1,
2087,163.465,83.06,
2088,163.279,82.947,
2089,163.146,82.774,
2090,163.08,82.512,
2091,163.065,81.737,
2092,163.065,75.909,
2093,163.074,71.874,
2094,163.064,68.314,
2095,163.08,62.498,
2096,163.12,62.284,
2097,163.235,62.098,
2098,163.408,61.965,
2099,163.68,62.3,
2100,166.146,62.3,
2101,166.265,62.339,
2102,166.346,62.499,
2103,166.366,69.91,
2104,166.36,71.876,
2105,166.367,74.101,
2106,166.366,81.516,
2107,166.346,82.504,
2108,166.305,82.622,
2109,166.146,82.7,
2110,163.68,82.7,
2111,163.561,82.661,
2112,163.48,82.504,
2113,163.465,81.729,
2114,163.465,75.91,
2115,163.474,71.875,
2116,163.464,68.316,
2117,163.48,62.5,
2118,163.519,62.381,
2119,163.68,62.3,
2120,,,
2121,163.015,62.299,
2122,162.862,90.145,
2123,,,
2124,163.679,90.1,
2125,166.146,90.1,
2126,166.914,90.14,
2127,167.674,90.259,
2128,168.417,90.457,
2129,169.136,90.731,
2130,169.822,91.078,
2131,170.469,91.494,
2132,171.069,91.975,
2133,171.616,92.516,
2134,172.104,93.111,
2135,172.527,93.753,
2136,172.882,94.436,
2137,173.163,95.151,
2138,173.369,95.893,
2139,173.497,96.651,
2140,173.546,97.462,
2141,173.552,98.7,
2142,173.548,100.022,
2143,173.506,100.79,
2144,173.384,101.55,
2145,173.184,102.293,
2146,172.908,103.01,
2147,172.559,103.696,
2148,172.141,104.341,
2149,171.658,104.94,
2150,171.115,105.485,
2151,170.519,105.971,
2152,169.876,106.393,
2153,169.192,106.745,
2154,168.475,107.025,
2155,167.734,107.228,
2156,166.975,107.354,
2157,166.148,107.4,
2158,163.676,107.4,
2159,162.908,107.36,
2160,162.148,107.241,
2161,161.405,107.043,
2162,160.686,106.769,
2163,160,106.422,
2164,159.353,106.006,
2165,158.753,105.525,
2166,158.206,104.984,
2167,157.718,104.389,
2168,157.295,103.747,
2169,156.94,103.064,
2170,156.659,102.349,
2171,156.453,101.607,
2172,156.325,100.849,
2173,156.276,100.034,
2174,156.272,99.085,
2175,156.279,97.468,
2176,156.322,96.7,
2177,156.445,95.941,
2178,156.646,95.198,
2179,156.923,94.481,
2180,157.273,93.796,
2181,157.692,93.151,
2182,158.176,92.553,
2183,158.719,92.008,
2184,159.316,91.523,
2185,159.96,91.103,
2186,160.644,90.751,
2187,161.361,90.472,
2188,162.103,90.27,
2189,162.862,90.145,
2190,162.45,90.609,
2191,163.192,90.517,
2192,163.679,90.5,
2193,166.146,90.5,
2194,166.893,90.54,
2195,167.631,90.659,
2196,168.353,90.857,
2197,169.049,91.13,
2198,169.712,91.477,
2199,170.335,91.892,
2200,170.909,92.371,
2201,171.43,92.908,
2202,171.889,93.498,
2203,172.284,94.134,
2204,172.608,94.808,
2205,172.858,95.513,
2206,173.032,96.241,
2207,173.127,96.983,
2208,173.146,97.464,
2209,173.152,98.699,
2210,173.148,100.021,
2211,173.106,100.768,
2212,172.984,101.506,
2213,172.784,102.227,
2214,172.509,102.923,
2215,172.161,103.585,
2216,171.744,104.206,
2217,171.263,104.779,
2218,170.724,105.297,
2219,170.132,105.755,
2220,169.495,106.148,
2221,168.82,106.47,
2222,168.115,106.718,
2223,167.386,106.89,
2224,166.644,106.982,
2225,166.148,107,
2226,163.676,107,
2227,162.929,106.96,
2228,162.191,106.841,
2229,161.469,106.643,
2230,160.773,106.37,
2231,160.11,106.023,
2232,159.487,105.608,
2233,158.913,105.129,
2234,158.392,104.592,
2235,157.933,104.002,
2236,157.538,103.366,
2237,157.214,102.692,
2238,156.964,101.987,
2239,156.79,101.259,
2240,156.695,100.517,
2241,156.676,100.032,
2242,156.672,99.087,
2243,156.679,97.47,
2244,156.722,96.723,
2245,156.845,95.985,
2246,157.046,95.264,
2247,157.322,94.569,
2248,157.671,93.908,
2249,158.089,93.287,
2250,158.57,92.714,
2251,159.11,92.197,
2252,159.702,91.739,
2253,160.34,91.348,
2254,161.015,91.027,
2255,161.721,90.779,
2256,162.45,90.609,
2257,162.79,90.96,
2258,163.679,90.9,
